ID	Pop.total	Pop.term	Study.total	Study.term	Pop.family	Study.family	nparents	is.trivial	p	p.adjusted	p.min	name
GO:0015453	122988	35	377	3	560	6	2	false	0.003940640215162204	0.003940640215162204	1.99007125309555E-56	"oxidoreduction-driven active transmembrane transporter activity"
GO:0005525	122988	262	377	11	1158	22	2	false	0.0041183072862433605	0.0041183072862433605	4.3761357525612773E-268	"GTP binding"
GO:0140662	122988	155	377	7	391	8	2	false	0.007504240969735747	0.007504240969735747	2.2513937950015696E-113	"ATP-dependent protein folding chaperone"
GO:0005622	122988	1327	377	37	1864	42	1	false	0.007786980043403106	0.007786980043403106	0.0	"intracellular anatomical structure"
GO:0046906	122988	69	377	5	1997	37	2	false	0.007850165859210573	0.007850165859210573	1.055234145937412E-129	"tetrapyrrole binding"
GO:0006414	122988	900	377	32	1105	33	2	false	0.00901356608302416	0.00901356608302416	2.1041358769642623E-229	"translational elongation"
GO:0010467	122988	1128	377	32	2095	45	1	false	0.012912428643475832	0.012912428643475832	0.0	"gene expression"
GO:0009058	122988	1424	377	33	2798	49	1	false	0.013999888921264438	0.013999888921264438	0.0	"biosynthetic process"
GO:0003724	122988	3	377	1	173	1	3	false	0.017341040462427838	0.017341040462427838	1.1791813179945824E-6	"RNA helicase activity"
GO:0006811	122988	205	377	4	538	4	1	false	0.020699330686654974	0.020699330686654974	1.4914983039824279E-154	"monoatomic ion transport"
GO:0043169	122988	361	377	14	1625	37	1	false	0.021568064516228752	0.021568064516228752	0.0	"cation binding"
GO:0016459	122988	63	377	3	432	5	2	false	0.023860885327251658	0.023860885327251658	2.1248358483480565E-77	"myosin complex"
GO:0004129	122988	29	377	3	144	4	5	false	0.025843425378936004	0.025843425378936004	4.659750100922073E-31	"cytochrome-c oxidase activity"
GO:0044183	122988	160	377	7	5711	108	3	false	0.031245181134668683	0.031245181134668683	3.76651133E-316	"protein folding chaperone"
GO:0006457	122988	187	377	7	2908	48	1	false	0.03162743672866194	0.03162743672866194	1.315204370793247E-300	"protein folding"
GO:0008233	122988	358	377	10	1521	24	2	false	0.036340840002900096	0.036340840002900096	0.0	"peptidase activity"
GO:0051082	122988	185	377	7	1033	19	1	false	0.038615660082467834	0.038615660082467834	4.2741245488823866E-210	"unfolded protein binding"
GO:0043229	122988	1161	377	36	1328	37	2	false	0.04177471049606528	0.04177471049606528	2.1792147578478843E-217	"intracellular organelle"
GO:0034220	122988	181	377	4	393	4	2	false	0.0441879782370677	0.0441879782370677	4.1776468254676406E-117	"monoatomic ion transmembrane transport"
GO:0005861	122988	4	377	1	432	5	2	false	0.04565479445424521	0.04565479445424521	6.987542734589246E-10	"troponin complex"
GO:0015035	122988	3	377	1	749	12	2	false	0.04736041472101032	0.04736041472101032	1.4336635146433354E-8	"protein-disulfide reductase activity"
GO:0001172	122988	7	377	1	143	1	1	false	0.0489510489510468	0.0489510489510468	4.7845880633229425E-12	"RNA-templated transcription"
GO:0005575	122988	1950	377	42	6502	112	1	false	0.05197998817143903	0.05197998817143903	0.0	"cellular_component"
GO:0015075	122988	171	377	4	344	4	2	false	0.059980208410171855	0.059980208410171855	6.529109137962593E-103	"monoatomic ion transmembrane transporter activity"
GO:0008186	122988	3	377	1	386	8	1	false	0.061051577955713296	0.061051577955713296	1.0514097301661133E-7	"ATP-dependent activity, acting on RNA"
GO:0042302	122988	10	377	2	806	34	1	false	0.06287607962128806	0.06287607962128806	3.3170777656993566E-23	"structural constituent of cuticle"
GO:0008171	122988	7	377	1	108	1	1	false	0.06481481481481505	0.06481481481481505	3.586386599906858E-11	"O-methyltransferase activity"
GO:0022853	122988	68	377	3	234	4	2	false	0.075021101438143	0.075021101438143	9.849725473018613E-61	"active monoatomic ion transmembrane transporter activity"
GO:0006807	122988	2338	377	45	2798	49	1	false	0.07561366718566012	0.07561366718566012	0.0	"nitrogen compound metabolic process"
GO:0043167	122988	1625	377	37	3192	61	1	false	0.07914624350754693	0.07914624350754693	0.0	"ion binding"
GO:0030017	122988	4	377	1	1864	42	2	false	0.08719587756268316	0.08719587756268316	1.994465043870738E-12	"sarcomere"
GO:0036379	122988	4	377	1	1864	42	2	false	0.08719587756268316	0.08719587756268316	1.994465043870738E-12	"myofilament"
GO:0016779	122988	57	377	2	407	4	1	false	0.09596815537407251	0.09596815537407251	4.453191068256743E-71	"nucleotidyltransferase activity"
GO:0034641	122988	1480	377	33	2573	49	2	false	0.10300386943024639	0.10300386943024639	0.0	"cellular nitrogen compound metabolic process"
GO:0031419	122988	3	377	1	131	5	2	false	0.11100793401520838	0.11100793401520838	2.731158420844124E-6	"cobalamin binding"
GO:0043292	122988	4	377	1	1155	37	3	false	0.12226289229337513	0.12226289229337513	1.3556315329556648E-11	"contractile fiber"
GO:0008152	122988	2798	377	49	3686	59	1	false	0.1251377978910319	0.1251377978910319	0.0	"metabolic process"
GO:0099080	122988	6	377	1	1864	42	1	false	0.12796470108433716	0.12796470108433716	1.7304352356186325E-17	"supramolecular complex"
GO:0019843	122988	49	377	2	372	5	1	false	0.13104007025002626	0.13104007025002626	1.8378925121155858E-62	"rRNA binding"
GO:0044237	122988	2059	377	38	3642	59	2	false	0.13591549264832778	0.13591549264832778	0.0	"cellular metabolic process"
GO:0006091	122988	110	377	4	2059	38	1	false	0.1416025642808308	0.1416025642808308	9.688268052073634E-186	"generation of precursor metabolites and energy"
GO:0015399	122988	112	377	3	2805	33	2	false	0.14266170060009858	0.14266170060009858	1.265915306714924E-203	"primary active transmembrane transporter activity"
GO:0015036	122988	3	377	1	21	1	1	false	0.1428571428571429	0.1428571428571429	7.518796992481195E-4	"disulfide oxidoreductase activity"
GO:0110165	122988	1864	377	42	1950	42	1	false	0.14733187451783966	0.14733187451783966	1.8514572387039184E-152	"cellular anatomical entity"
GO:0140096	122988	749	377	12	2787	33	1	false	0.1494633491733665	0.1494633491733665	0.0	"catalytic activity, acting on a protein"
GO:0019003	122988	9	377	1	1280	23	2	false	0.15100863518309776	0.15100863518309776	4.046830043738153E-23	"GDP binding"
GO:0015980	122988	43	377	3	110	4	1	false	0.16459839759162562	0.16459839759162562	1.38732437946782E-31	"energy derivation by oxidation of organic compounds"
GO:0022804	122988	131	377	3	334	4	1	false	0.16895670607172092	0.16895670607172092	1.595372393821096E-96	"active transmembrane transporter activity"
GO:0098660	122988	149	377	3	380	4	1	false	0.16900250411402803	0.16900250411402803	7.231963400334757E-110	"inorganic ion transmembrane transport"
GO:0042802	122988	10	377	1	1033	19	1	false	0.17011172453285858	0.17011172453285858	2.739914484430476E-24	"identical protein binding"
GO:0008097	122988	21	377	2	49	2	1	false	0.17857142857142932	0.17857142857142932	2.560824792650333E-14	"5S rRNA binding"
GO:0005865	122988	4	377	1	77	4	3	false	0.19570671149618152	0.19570671149618152	7.389481073691457E-7	"striated muscle thin filament"
GO:0016772	122988	407	377	4	794	5	1	false	0.20285181217833093	0.20285181217833093	4.360721170439728E-238	"transferase activity, transferring phosphorus-containing groups"
GO:0005094	122988	2	377	1	9	1	1	false	0.2222222222222221	0.2222222222222221	0.027777777777777755	"Rho GDP-dissociation inhibitor activity"
GO:0016684	122988	20	377	1	483	6	1	false	0.22515293128446168	0.22515293128446168	7.592225698314664E-36	"oxidoreductase activity, acting on peroxide as acceptor"
GO:0016667	122988	21	377	1	483	6	1	false	0.23519414599783317	0.23519414599783317	3.44355809210914E-37	"oxidoreductase activity, acting on a sulfur group of donors"
GO:0003968	122988	7	377	1	29	1	2	false	0.24137931034482749	0.24137931034482749	6.407052883814491E-7	"RNA-dependent RNA polymerase activity"
GO:0003779	122988	30	377	2	60	2	1	false	0.24576271186440837	0.24576271186440837	8.455616946072448E-18	"actin binding"
GO:0022900	122988	78	377	4	110	4	1	false	0.2470776529766645	0.2470776529766645	1.8761378553826887E-28	"electron transport chain"
GO:0005840	122988	778	377	32	932	36	1	false	0.26297130516330836	0.26297130516330836	1.043667077359258E-180	"ribosome"
GO:0023052	122988	68	377	1	247	1	1	false	0.2753036437246822	0.2753036437246822	1.3217869682128195E-62	"signaling"
GO:0006979	122988	21	377	1	74	1	1	false	0.2837837837837828	0.2837837837837828	6.602641431149535E-19	"response to oxidative stress"
GO:0015318	122988	163	377	3	334	4	1	false	0.2935716838247918	0.2935716838247918	7.206565811716569E-100	"inorganic molecular entity transmembrane transporter activity"
GO:0008092	122988	60	377	2	1033	19	1	false	0.30348580493816546	0.30348580493816546	6.8079073187307845E-99	"cytoskeletal protein binding"
GO:0070566	122988	10	377	1	57	2	1	false	0.32268170426065523	0.32268170426065523	2.315725029835464E-11	"adenylyltransferase activity"
GO:0016866	122988	54	377	1	166	1	1	false	0.32530120481929375	0.32530120481929375	5.062395273375084E-45	"intramolecular transferase activity"
GO:0097747	122988	29	377	1	159	2	2	false	0.3324576068784357	0.3324576068784357	1.9404198930208307E-32	"RNA polymerase activity"
GO:0005544	122988	5	377	1	15	1	1	false	0.33333333333333326	0.33333333333333326	3.330003330003327E-4	"calcium-dependent phospholipid binding"
GO:0005092	122988	9	377	1	25	1	2	false	0.36000000000000076	0.36000000000000076	4.894822501499034E-7	"GDP-dissociation inhibitor activity"
GO:0015078	122988	115	377	3	161	3	3	false	0.3616913746630679	0.3616913746630679	2.12044668617046E-41	"proton transmembrane transporter activity"
GO:0016817	122988	561	377	12	1150	22	1	false	0.3703009189815081	0.3703009189815081	0.0	"hydrolase activity, acting on acid anhydrides"
GO:0051287	122988	39	377	1	950	11	1	false	0.3709894517235751	0.3709894517235751	3.3249512780843725E-70	"NAD binding"
GO:1990904	122988	39	377	1	432	5	1	false	0.37835986026989343	0.37835986026989343	1.967099191896393E-56	"ribonucleoprotein complex"
GO:0009987	122988	2908	377	48	3686	59	1	false	0.3903722318400803	0.3903722318400803	0.0	"cellular process"
GO:0003723	122988	372	377	5	723	8	1	false	0.39486063076936395	0.39486063076936395	1.0360452533180724E-216	"RNA binding"
GO:0008289	122988	26	377	1	3192	61	1	false	0.395691567060372	0.395691567060372	3.502038202392941E-65	"lipid binding"
GO:0007266	122988	2	377	1	5	1	1	false	0.3999999999999999	0.3999999999999999	0.10000000000000002	"Rho protein signal transduction"
GO:0044391	122988	13	377	1	804	32	2	false	0.41260381186598566	0.41260381186598566	1.170320442776517E-28	"ribosomal subunit"
GO:0007264	122988	12	377	1	29	1	1	false	0.4137931034482762	0.4137931034482762	1.9269331981396968E-8	"small GTPase mediated signal transduction"
GO:0007265	122988	5	377	1	12	1	1	false	0.41666666666666613	0.41666666666666613	0.001262626262626259	"Ras protein signal transduction"
GO:0003924	122988	145	377	4	531	12	1	false	0.42340116148725343	0.42340116148725343	1.609402817263484E-134	"GTPase activity"
GO:0043632	122988	40	377	1	92	1	1	false	0.43478260869564495	0.43478260869564495	5.2908865673515894E-27	"modification-dependent macromolecule catabolic process"
GO:0004601	122988	20	377	1	45	1	2	false	0.44444444444444503	0.44444444444444503	3.154702679037097E-13	"peroxidase activity"
GO:0140657	122988	386	377	8	5709	108	2	false	0.44808896034791446	0.44808896034791446	0.0	"ATP-dependent activity"
GO:0019941	122988	40	377	1	87	1	2	false	0.4597701149425334	0.4597701149425334	1.001133553252606E-25	"modification-dependent protein catabolic process"
GO:0060589	122988	25	377	1	54	1	1	false	0.4629629629629647	0.4629629629629647	5.941094732878499E-16	"nucleoside-triphosphatase regulator activity"
GO:1902600	122988	125	377	3	161	3	2	false	0.46547228407364266	0.46547228407364266	9.226328006752248E-37	"proton transmembrane transport"
GO:0070887	122988	45	377	1	162	2	2	false	0.47964113181499823	0.47964113181499823	3.861876331817607E-41	"cellular response to chemical stimulus"
GO:0005856	122988	92	377	4	932	36	1	false	0.48306033610813026	0.48306033610813026	8.438461294329305E-130	"cytoskeleton"
GO:0015629	122988	77	377	4	92	4	1	false	0.484323525359195	0.484323525359195	1.5263377411168286E-17	"actin cytoskeleton"
GO:0004386	122988	43	377	1	534	8	2	false	0.49148017930290183	0.49148017930290183	1.7847065796301486E-64	"helicase activity"
GO:0042221	122988	47	377	1	164	2	1	false	0.49229387999400626	0.49229387999400626	3.1233639942352834E-42	"response to chemical"
GO:0005488	122988	3192	377	61	5709	108	1	false	0.49248909882951764	0.49248909882951764	0.0	"binding"
GO:0004779	122988	5	377	1	10	1	1	false	0.4999999999999995	0.4999999999999995	0.003968253968253954	"sulfate adenylyltransferase activity"
GO:0050660	122988	38	377	1	1339	24	2	false	0.5019474980568615	0.5019474980568615	1.3521663967513524E-74	"flavin adenine dinucleotide binding"
GO:0003677	122988	234	377	3	723	8	1	false	0.5082765462319405	0.5082765462319405	6.464211568416304E-197	"DNA binding"
GO:0006508	122988	412	377	11	1699	44	1	false	0.512378714189923	0.512378714189923	0.0	"proteolysis"
GO:0017111	122988	531	377	12	561	12	1	false	0.5136319925181672	0.5136319925181672	1.9842186907060745E-50	"ribonucleoside triphosphate phosphatase activity"
GO:0044238	122988	2538	377	45	2798	49	1	false	0.5161488488714078	0.5161488488714078	0.0	"primary metabolic process"
GO:0098754	122988	45	377	1	3686	59	2	false	0.5183438263760014	0.5183438263760014	5.011165033719492E-105	"detoxification"
GO:0016491	122988	483	377	6	2787	33	1	false	0.5203084939373055	0.5203084939373055	0.0	"oxidoreductase activity"
GO:1901265	122988	1274	377	24	1997	37	2	false	0.5205087006514321	0.5205087006514321	0.0	"nucleoside phosphate binding"
GO:0022803	122988	57	377	1	334	4	1	false	0.5286805849804862	0.5286805849804862	9.067637011078053E-66	"passive transmembrane transporter activity"
GO:1990748	122988	45	377	1	2908	48	3	false	0.5298719695719684	0.5298719695719684	2.3156613195977E-100	"cellular detoxification"
GO:0016741	122988	113	377	1	794	5	1	false	0.5368499499387314	0.5368499499387314	2.023898359867671E-140	"transferase activity, transferring one-carbon groups"
GO:0035639	122988	1149	377	21	1339	24	2	false	0.5499369564573671	0.5499369564573671	1.0402457128639666E-236	"purine ribonucleoside triphosphate binding"
GO:0035556	122988	29	377	1	1365	37	2	false	0.5530626226405138	0.5530626226405138	1.438054082723287E-60	"intracellular signal transduction"
GO:0022857	122988	334	377	4	385	4	2	false	0.5650705674959965	0.5650705674959965	6.882716833809653E-65	"transmembrane transporter activity"
GO:0006468	122988	250	377	1	434	1	2	false	0.5760368663593632	0.5760368663593632	8.97265655472922E-128	"protein phosphorylation"
GO:0005543	122988	15	377	1	26	1	1	false	0.5769230769230763	0.5769230769230763	1.2943040268386792E-7	"phospholipid binding"
GO:0016209	122988	45	377	1	5709	108	2	false	0.578022786465468	0.578022786465468	1.2826777166977912E-113	"antioxidant activity"
GO:0140098	122988	133	377	1	223	1	1	false	0.5964125560538169	0.5964125560538169	8.843133078463744E-65	"catalytic activity, acting on RNA"
GO:0097367	122988	1177	377	22	3192	61	1	false	0.6006719326316698	0.6006719326316698	0.0	"carbohydrate derivative binding"
GO:0016310	122988	259	377	1	426	1	1	false	0.607981220657323	0.607981220657323	3.2543563424940385E-123	"phosphorylation"
GO:0036094	122988	1344	377	25	3192	61	1	false	0.6192993845720783	0.6192993845720783	0.0	"small molecule binding"
GO:0000166	122988	1274	377	24	1344	25	2	false	0.6224025345168496	0.6224025345168496	7.667246792881469E-119	"nucleotide binding"
GO:0005515	122988	1033	377	19	3192	61	1	false	0.6287258963638406	0.6287258963638406	0.0	"protein binding"
GO:0005216	122988	41	377	1	187	4	2	false	0.6318072052747956	0.6318072052747956	2.741253370334577E-42	"monoatomic ion channel activity"
GO:0003774	122988	53	377	1	5709	108	1	false	0.6382911217826805	0.6382911217826805	4.349024733021987E-130	"cytoskeletal motor activity"
GO:0032555	122988	1164	377	22	1231	23	2	false	0.6408182513518805	0.6408182513518805	2.0376723979046257E-112	"purine ribonucleotide binding"
GO:0032553	122988	1170	377	22	1281	24	2	false	0.6543412761384988	0.6543412761384988	2.755955503345667E-163	"ribonucleotide binding"
GO:1901363	122988	1997	377	37	3192	61	1	false	0.6745453344024149	0.6745453344024149	0.0	"heterocyclic compound binding"
GO:0097159	122988	1997	377	37	3192	61	1	false	0.6745453344024149	0.6745453344024149	0.0	"organic cyclic compound binding"
GO:0007154	122988	68	377	1	2908	48	1	false	0.6818217860720975	0.6818217860720975	1.632710234356651E-139	"cell communication"
GO:0007165	122988	68	377	1	2908	48	5	false	0.6818217860720975	0.6818217860720975	1.632710234356651E-139	"signal transduction"
GO:0098772	122988	61	377	1	5709	108	2	false	0.6900199872038466	0.6900199872038466	4.955049728783004E-146	"molecular function regulator activity"
GO:0006950	122988	74	377	1	164	2	1	false	0.7003591201555959	0.7003591201555959	1.4950567117039818E-48	"response to stress"
GO:0022890	122988	145	377	3	163	3	1	false	0.7023248527649962	0.7023248527649962	2.570634087446824E-24	"inorganic cation transmembrane transporter activity"
GO:0019842	122988	65	377	1	1344	25	1	false	0.7137186830172522	0.7137186830172522	1.7927420923802133E-112	"vitamin binding"
GO:0050896	122988	164	377	2	3686	59	1	false	0.746875213812917	0.746875213812917	1.586309385488693E-290	"response to stimulus"
GO:0071704	122988	2604	377	45	2798	49	1	false	0.749984778159819	0.749984778159819	2.5723448516463706E-305	"organic substance metabolic process"
GO:0051716	122988	161	377	2	2910	48	2	false	0.7544433286795782	0.7544433286795782	1.419375117968719E-269	"cellular response to stimulus"
GO:0098655	122988	152	377	3	199	4	2	false	0.762607603374151	0.762607603374151	8.600483213301828E-47	"monoatomic cation transmembrane transport"
GO:0017076	122988	1225	377	23	1274	24	1	false	0.7650607590547043	0.7650607590547043	1.088620065703178E-89	"purine nucleotide binding"
GO:0016887	122988	386	377	8	531	12	2	false	0.7934636349891759	0.7934636349891759	1.609402817263484E-134	"ATP hydrolysis activity"
GO:0008324	122988	142	377	3	181	4	2	false	0.7965873316707648	0.7965873316707648	1.5120025475439023E-40	"monoatomic cation transmembrane transporter activity"
GO:0016070	122988	359	377	1	445	1	1	false	0.8067415730337693	0.8067415730337693	2.79071603216926E-94	"RNA metabolic process"
GO:0008150	122988	3686	377	59	6502	112	1	false	0.8316645314673022	0.8316645314673022	0.0	"biological_process"
GO:0099081	122988	5	377	1	6	1	1	false	0.8333333333333331	0.8333333333333331	0.1666666666666666	"supramolecular polymer"
GO:0098662	122988	141	377	3	149	3	1	false	0.8464408799979082	0.8464408799979082	2.0093124394239885E-13	"inorganic cation transmembrane transport"
GO:0006812	122988	170	377	3	205	4	1	false	0.8640758104406832	0.8640758104406832	2.758662109715032E-40	"monoatomic cation transport"
GO:0009057	122988	92	377	1	2140	45	2	false	0.8644583684856507	0.8644583684856507	3.618958016270198E-164	"macromolecule catabolic process"
GO:0016853	122988	166	377	1	2787	33	1	false	0.8697917405709827	0.8697917405709827	1.7350043081724106E-272	"isomerase activity"
GO:0003735	122988	777	377	32	807	34	2	false	0.8723766072995089	0.8723766072995089	2.847469580366419E-55	"structural constituent of ribosome"
GO:0055085	122988	380	377	4	2945	48	2	false	0.8845089367722431	0.8845089367722431	0.0	"transmembrane transport"
GO:0030234	122988	54	377	1	61	1	1	false	0.8852459016393498	0.8852459016393498	2.292154427578264E-9	"enzyme regulator activity"
GO:0046872	122988	358	377	14	361	14	1	false	0.8878109913398313	0.8878109913398313	1.28601815343215E-7	"metal ion binding"
GO:0005215	122988	339	377	4	5709	108	1	false	0.8917033362528047	0.8917033362528047	0.0	"transporter activity"
GO:1901565	122988	98	377	1	1964	44	2	false	0.8974982527392121	0.8974982527392121	2.0670899463694993E-168	"organonitrogen compound catabolic process"
GO:0030163	122988	90	377	1	1708	44	3	false	0.9104695837032549	0.9104695837032549	1.9259760731413196E-152	"protein catabolic process"
GO:1901575	122988	137	377	1	2609	45	2	false	0.9135816059713648	0.9135816059713648	1.665929656012132E-232	"organic substance catabolic process"
GO:0009056	122988	142	377	1	2798	49	1	false	0.923833967200936	0.923833967200936	3.6223257268545003E-243	"catabolic process"
GO:0051603	122988	87	377	1	415	11	2	false	0.9274698702819805	0.9274698702819805	5.929760244484762E-92	"proteolysis involved in protein catabolic process"
GO:0140640	122988	223	377	1	2787	33	1	false	0.9372577381671093	0.9372577381671093	0.0	"catalytic activity, acting on a nucleic acid"
GO:0020037	122988	63	377	4	69	5	1	false	0.9434377128005946	0.9434377128005946	8.341850919245144E-9	"heme binding"
GO:0008168	122988	108	377	1	113	1	1	false	0.9557522123894009	0.9557522123894009	7.124306872622209E-9	"methyltransferase activity"
GO:0009636	122988	45	377	1	47	1	1	false	0.9574468085106324	0.9574468085106324	9.250693802035031E-4	"response to toxic substance"
GO:0032991	122988	432	377	5	1950	42	1	false	0.9720184250006988	0.9720184250006988	0.0	"protein-containing complex"
GO:0006351	122988	139	377	1	143	1	1	false	0.9720279720279134	0.9720279720279134	5.987419832190336E-8	"DNA-templated transcription"
GO:0005737	122988	231	377	2	1864	42	2	false	0.9743693232263368	0.9743693232263368	1.7456612249972562E-302	"cytoplasm"
GO:0032774	122988	143	377	1	1360	33	3	false	0.9755852312329144	0.9755852312329144	7.106596859866589E-198	"RNA biosynthetic process"
GO:0016740	122988	794	377	5	2787	33	1	false	0.9775491482490712	0.9775491482490712	0.0	"transferase activity"
GO:0006810	122988	538	377	4	541	4	1	false	0.9779419301467613	0.9779419301467613	3.8104078241392704E-8	"transport"
GO:0051234	122988	541	377	4	544	4	1	false	0.9780628985191872	0.9780628985191872	3.74760003693561E-8	"establishment of localization"
GO:0016301	122988	335	377	2	407	4	1	false	0.9813515368309883	0.9813515368309883	6.295477715986849E-82	"kinase activity"
GO:0051179	122988	544	377	4	3686	59	1	false	0.9819471166830157	0.9819471166830157	0.0	"localization"
GO:0003676	122988	723	377	8	1997	37	2	false	0.9824416378417841	0.9824416378417841	0.0	"nucleic acid binding"
GO:0050789	122988	247	377	1	3686	59	2	false	0.9838529200821544	0.9838529200821544	0.0	"regulation of biological process"
GO:0050794	122988	242	377	1	2913	48	2	false	0.9849827242566902	0.9849827242566902	0.0	"regulation of cellular process"
GO:0065007	122988	257	377	1	3686	59	1	false	0.9864218732855996	0.9864218732855996	0.0	"biological regulation"
GO:0016773	122988	272	377	1	407	4	1	false	0.9882535317837798	0.9882535317837798	1.1747146145023395E-111	"phosphotransferase activity, alcohol group as acceptor"
GO:0004672	122988	250	377	1	834	13	3	false	0.9906544069204611	0.9906544069204611	2.1800443448253302E-220	"protein kinase activity"
GO:0043168	122988	1280	377	23	1625	37	1	false	0.9944470177699921	0.9944470177699921	0.0	"anion binding"
GO:0006796	122988	426	377	1	427	1	1	false	0.9976580796252583	0.9976580796252583	0.0023419203747075982	"phosphate-containing compound metabolic process"
GO:0034654	122988	255	377	1	1496	33	5	false	0.9980514212400657	0.9980514212400657	7.994474978947177E-296	"nucleobase-containing compound biosynthetic process"
GO:0019438	122988	286	377	1	1579	33	2	false	0.998730826897188	0.998730826897188	1.5E-323	"aromatic compound biosynthetic process"
GO:0018130	122988	292	377	1	1579	33	2	false	0.9989135227236172	0.9989135227236172	0.0	"heterocycle biosynthetic process"
GO:1901362	122988	308	377	1	1649	33	2	false	0.9989896928093818	0.9989896928093818	0.0	"organic cyclic compound biosynthetic process"
GO:0005524	122988	887	377	10	1155	21	2	false	0.9992593382709081	0.9992593382709081	6.639822430037397E-271	"ATP binding"
GO:0032559	122988	893	377	10	1221	23	2	false	0.999440536677299	0.999440536677299	1.0625853593354809E-307	"adenyl ribonucleotide binding"
GO:0030554	122988	950	377	11	1225	23	1	false	0.9996395954194749	0.9996395954194749	1.7819575968822965E-282	"adenyl nucleotide binding"
GO:0006793	122988	427	377	1	2059	38	1	false	0.9998666210664943	0.9998666210664943	0.0	"phosphorus metabolic process"
GO:0090304	122988	445	377	1	2226	45	2	false	0.9999608935936973	0.9999608935936973	0.0	"nucleic acid metabolic process"
GO:0003824	122988	2787	377	33	5709	108	1	false	0.9999664693968571	0.9999664693968571	0.0	"catalytic activity"
GO:0006139	122988	577	377	1	2585	45	5	false	0.9999896435224606	0.9999896435224606	0.0	"nucleobase-containing compound metabolic process"
GO:0043412	122988	476	377	1	2095	45	1	false	0.9999920294187109	0.9999920294187109	0.0	"macromolecule modification"
GO:0036211	122988	425	377	1	1750	44	2	false	0.9999959538536458	0.9999959538536458	0.0	"protein modification process"
GO:1901360	122988	635	377	1	2604	45	1	false	0.9999969573608858	0.9999969573608858	0.0	"organic cyclic compound metabolic process"
GO:0006725	122988	614	377	1	2059	38	1	false	0.9999987638048653	0.9999987638048653	0.0	"cellular aromatic compound metabolic process"
