ID	Pop.total	Pop.term	Study.total	Study.term	Pop.family	Study.family	nparents	is.trivial	p	p.adjusted	p.min	name
GO:0034220	116407	132	208	2	385	2	2	false	0.11696428571428466	0.11696428571428466	7.43703682345735E-107	"monoatomic ion transmembrane transport"
GO:0044391	116407	8	208	1	443	7	2	false	0.12053954061283205	0.12053954061283205	2.896654548939845E-17	"ribosomal subunit"
GO:0015318	116407	117	208	2	326	2	1	false	0.12809815950918085	0.12809815950918085	8.248988171151481E-92	"inorganic molecular entity transmembrane transporter activity"
GO:0044272	116407	16	208	1	905	8	2	false	0.13347266649761316	0.13347266649761316	1.1807553897477575E-34	"sulfur compound biosynthetic process"
GO:0043228	116407	553	208	7	735	7	1	false	0.1351924711725527	0.1351924711725527	6.402588352747326E-178	"non-membrane-bounded organelle"
GO:0043232	116407	553	208	7	734	7	2	false	0.13649239877995742	0.13649239877995742	2.585660680916457E-177	"intracellular non-membrane-bounded organelle"
GO:0015075	116407	124	208	2	334	2	2	false	0.1371311431191649	0.1371311431191649	4.6175751893071546E-95	"monoatomic ion transmembrane transporter activity"
GO:0015980	116407	26	208	2	69	2	1	false	0.13853367433929936	0.13853367433929936	1.423831844942016E-19	"energy derivation by oxidation of organic compounds"
GO:0005840	116407	420	208	7	553	7	1	false	0.14401200335930667	0.14401200335930667	8.157240683722233E-132	"ribosome"
GO:0043043	116407	524	208	7	689	7	3	false	0.14574235188540552	0.14574235188540552	5.3706283452585806E-164	"peptide biosynthetic process"
GO:0005525	116407	193	208	3	1063	8	2	false	0.16328186076683124	0.16328186076683124	6.137717325652842E-218	"GTP binding"
GO:0032561	116407	198	208	3	1072	8	2	false	0.16973277105619436	0.16973277105619436	5.690640845025288E-222	"guanyl ribonucleotide binding"
GO:1901564	116407	1394	208	10	2089	12	2	false	0.18157982762017155	0.18157982762017155	0.0	"organonitrogen compound metabolic process"
GO:1901363	116407	1778	208	15	2972	21	1	false	0.19482346072272952	0.19482346072272952	0.0	"heterocyclic compound binding"
GO:0097159	116407	1778	208	15	2972	21	1	false	0.19482346072272952	0.19482346072272952	0.0	"organic cyclic compound binding"
GO:0019001	116407	200	208	3	1141	9	1	false	0.1982237859188927	0.1982237859188927	3.153981311014755E-229	"guanyl nucleotide binding"
GO:0004478	116407	5	208	1	24	1	1	false	0.20833333333333268	0.20833333333333268	2.3527197440240752E-5	"methionine adenosyltransferase activity"
GO:0044271	116407	789	208	7	1168	8	2	false	0.20903521326884122	0.20903521326884122	8.47446E-319	"cellular nitrogen compound biosynthetic process"
GO:0008234	116407	123	208	2	268	2	1	false	0.209709877578361	0.209709877578361	1.0656930035921127E-79	"cysteine-type peptidase activity"
GO:0044249	116407	888	208	8	1732	12	2	false	0.218518040484308	0.218518040484308	0.0	"cellular biosynthetic process"
GO:0140657	116407	346	208	4	5004	35	2	false	0.22044038476763703	0.22044038476763703	0.0	"ATP-dependent activity"
GO:0036094	116407	1245	208	11	2972	21	1	false	0.22370687498676756	0.22370687498676756	0.0	"small molecule binding"
GO:0044237	116407	1643	208	12	2988	18	2	false	0.22475085667625505	0.22475085667625505	0.0	"cellular metabolic process"
GO:0006790	116407	37	208	1	1643	12	1	false	0.2398629586037298	0.2398629586037298	2.1752502635722965E-76	"sulfur compound metabolic process"
GO:0051287	116407	44	208	1	941	6	1	false	0.25031991729105846	0.25031991729105846	1.0718786311527372E-76	"NAD binding"
GO:0008152	116407	2229	208	15	3028	18	1	false	0.2598843530268498	0.2598843530268498	0.0	"metabolic process"
GO:0043229	116407	734	208	7	886	7	2	false	0.26649749642201725	0.26649749642201725	1.214074143466358E-175	"intracellular organelle"
GO:0016491	116407	461	208	4	2536	15	1	false	0.28428409756469686	0.28428409756469686	0.0	"oxidoreductase activity"
GO:0005622	116407	886	208	7	1406	9	1	false	0.29199744551165624	0.29199744551165624	0.0	"intracellular anatomical structure"
GO:0016787	116407	953	208	7	2536	15	1	false	0.3166501992194066	0.3166501992194066	0.0	"hydrolase activity"
GO:0043167	116407	1477	208	12	2972	21	1	false	0.3210926003212501	0.3210926003212501	0.0	"ion binding"
GO:0009058	116407	994	208	8	2229	15	1	false	0.33418168596801834	0.33418168596801834	0.0	"biosynthetic process"
GO:0004386	116407	48	208	1	494	4	2	false	0.336469175491761	0.336469175491761	6.608303434516501E-68	"helicase activity"
GO:0015078	116407	63	208	2	108	2	3	false	0.33800623052960255	0.33800623052960255	1.7904010451154155E-31	"proton transmembrane transporter activity"
GO:0042578	116407	37	208	1	107	1	1	false	0.34579439252337335	0.34579439252337335	1.3442102496263763E-29	"phosphoric ester hydrolase activity"
GO:0016887	116407	346	208	4	450	4	2	false	0.3480994720224379	0.3480994720224379	4.978251485983625E-105	"ATP hydrolysis activity"
GO:0022900	116407	42	208	2	69	2	1	false	0.3670076726342627	0.3670076726342627	8.940339491496385E-20	"electron transport chain"
GO:0098655	116407	94	208	2	152	2	2	false	0.38088184036243955	0.38088184036243955	1.949097000003614E-43	"monoatomic cation transmembrane transport"
GO:0016830	116407	46	208	1	112	1	1	false	0.4107142857142943	0.4107142857142943	1.5169987956204873E-32	"carbon-carbon lyase activity"
GO:0008324	116407	86	208	2	132	2	2	false	0.42273883876934554	0.42273883876934554	1.1921548198022357E-36	"monoatomic cation transmembrane transporter activity"
GO:1902600	116407	71	208	2	108	2	2	false	0.43007961232261127	0.43007961232261127	8.836937752173233E-30	"proton transmembrane transport"
GO:0016614	116407	62	208	1	461	4	1	false	0.439978449265144	0.439978449265144	1.6400655654641285E-78	"oxidoreductase activity, acting on CH-OH group of donors"
GO:0043170	116407	1607	208	10	2081	12	1	false	0.46195848993439825	0.46195848993439825	0.0	"macromolecule metabolic process"
GO:0009987	116407	2408	208	15	3028	18	1	false	0.48033508703018535	0.48033508703018535	0.0	"cellular process"
GO:0016817	116407	472	208	4	953	7	1	false	0.48963900747409206	0.48963900747409206	5.303612016355266E-286	"hydrolase activity, acting on acid anhydrides"
GO:0016829	116407	112	208	1	2536	15	1	false	0.4931068591384291	0.4931068591384291	1.2918048903059526E-198	"lyase activity"
GO:0008233	116407	268	208	2	1337	8	2	false	0.49844383973414175	0.49844383973414175	4.408821001388161E-290	"peptidase activity"
GO:0097367	116407	1082	208	8	2972	21	1	false	0.5180043240388188	0.5180043240388188	0.0	"carbohydrate derivative binding"
GO:0006812	116407	114	208	2	157	2	1	false	0.5259676629102562	0.5259676629102562	1.3101063910401059E-39	"monoatomic cation transport"
GO:0043168	116407	1172	208	10	1477	12	1	false	0.5350950085802606	0.5350950085802606	0.0	"anion binding"
GO:0005488	116407	2972	208	21	5004	35	1	false	0.543677571603953	0.543677571603953	0.0	"binding"
GO:0016788	116407	107	208	1	953	7	1	false	0.5667625743078079	0.5667625743078079	1.0283018732162529E-144	"hydrolase activity, acting on ester bonds"
GO:0008270	116407	73	208	1	128	1	1	false	0.5703124999999895	0.5703124999999895	1.4717680085110152E-37	"zinc ion binding"
GO:0005575	116407	1473	208	9	5700	35	1	false	0.5715461205892263	0.5715461205892263	0.0	"cellular_component"
GO:0009056	116407	124	208	1	2229	15	1	false	0.5774092953180977	0.5774092953180977	3.359555283510865E-207	"catabolic process"
GO:0003677	116407	224	208	1	633	2	1	false	0.5828783970245377	0.5828783970245377	6.940763778974425E-178	"DNA binding"
GO:0005515	116407	1000	208	7	2972	21	1	false	0.593786915973213	0.593786915973213	0.0	"protein binding"
GO:0006468	116407	270	208	1	449	1	2	false	0.6013363028952237	0.6013363028952237	1.9303343627623658E-130	"protein phosphorylation"
GO:0046914	116407	128	208	1	320	2	1	false	0.6407523510970707	0.6407523510970707	6.469156376041831E-93	"transition metal ion binding"
GO:0022890	116407	94	208	2	117	2	1	false	0.6441202475685144	0.6441202475685144	7.080869783202962E-25	"inorganic cation transmembrane transporter activity"
GO:0008150	116407	3028	208	18	5700	35	1	false	0.6456589806532129	0.6456589806532129	0.0	"biological_process"
GO:0110165	116407	1406	208	9	1473	9	1	false	0.656954617850738	0.656954617850738	9.000912082866322E-118	"cellular anatomical entity"
GO:0017076	116407	1141	208	9	1193	9	1	false	0.6686619774849527	0.6686619774849527	2.577249218239613E-92	"purine nucleotide binding"
GO:0005215	116407	327	208	2	5004	35	1	false	0.6772783938304303	0.6772783938304303	0.0	"transporter activity"
GO:0034641	116407	1073	208	7	2029	14	2	false	0.6869029703499445	0.6869029703499445	0.0	"cellular nitrogen compound metabolic process"
GO:0006082	116407	176	208	1	2181	14	3	false	0.6932218337621565	0.6932218337621565	7.003762609229721E-265	"organic acid metabolic process"
GO:0055085	116407	374	208	2	2441	15	2	false	0.6943632953816425	0.6943632953816425	0.0	"transmembrane transport"
GO:0016773	116407	297	208	1	427	1	1	false	0.695550351288168	0.695550351288168	2.5476513930620888E-113	"phosphotransferase activity, alcohol group as acceptor"
GO:0016310	116407	280	208	1	402	1	1	false	0.6965174129354135	0.6965174129354135	1.6045250132941682E-106	"phosphorylation"
GO:0003723	116407	298	208	1	633	2	1	false	0.7203141560182504	0.7203141560182504	2.6067508995966772E-189	"RNA binding"
GO:0016791	116407	27	208	1	37	1	1	false	0.7297297297297289	0.7297297297297289	2.870839748416123E-9	"phosphatase activity"
GO:0004672	116407	270	208	1	751	3	3	false	0.7378566717462359	0.7378566717462359	3.108786139037706E-212	"protein kinase activity"
GO:0006508	116407	296	208	2	1206	10	1	false	0.746713311328215	0.746713311328215	4.998907891443654E-291	"proteolysis"
GO:0022857	116407	326	208	2	375	2	2	false	0.7554367201425695	0.7554367201425695	1.2060196332174738E-62	"transmembrane transporter activity"
GO:0140640	116407	231	208	1	2536	15	1	false	0.762307259538658	0.762307259538658	0.0	"catalytic activity, acting on a nucleic acid"
GO:0032553	116407	1077	208	8	1198	9	2	false	0.7716673305915914	0.7716673305915914	1.3795542661700088E-169	"ribonucleotide binding"
GO:0043169	116407	323	208	2	1477	12	1	false	0.7756063505563213	0.7756063505563213	0.0	"cation binding"
GO:0009060	116407	23	208	2	26	2	1	false	0.7784615384615414	0.7784615384615414	3.846153846153832E-4	"aerobic respiration"
GO:0098662	116407	91	208	2	102	2	1	false	0.7949912638322428	0.7949912638322428	5.6131635981051845E-15	"inorganic cation transmembrane transport"
GO:0140096	116407	665	208	3	2536	15	1	false	0.7961483652060437	0.7961483652060437	0.0	"catalytic activity, acting on a protein"
GO:1901265	116407	1193	208	9	1778	15	2	false	0.8081465688142011	0.8081465688142011	0.0	"nucleoside phosphate binding"
GO:0020037	116407	49	208	2	54	2	1	false	0.8218029350104743	0.8218029350104743	3.162045337406018E-7	"heme binding"
GO:0017111	116407	450	208	4	472	4	1	false	0.8256781376869708	0.8256781376869708	2.753544148785387E-38	"ribonucleoside triphosphate phosphatase activity"
GO:0016301	116407	356	208	1	427	1	1	false	0.8337236533958206	0.8337236533958206	7.056611488667398E-83	"kinase activity"
GO:0051179	116407	522	208	2	3028	18	1	false	0.8432392636301939	0.8432392636301939	0.0	"localization"
GO:0003824	116407	2536	208	15	5004	35	1	false	0.864076137417401	0.864076137417401	0.0	"catalytic activity"
GO:0016616	116407	54	208	1	62	1	1	false	0.8709677419354878	0.8709677419354878	2.9576186162300424E-10	"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"
GO:0032555	116407	1070	208	8	1148	9	2	false	0.879737644253471	0.879737644253471	3.4758266092872785E-123	"purine ribonucleotide binding"
GO:0044281	116407	296	208	1	2229	15	1	false	0.8828669783931153	0.8828669783931153	0.0	"small molecule metabolic process"
GO:0016740	116407	793	208	3	2536	15	1	false	0.8940601474851865	0.8940601474851865	0.0	"transferase activity"
GO:0016772	116407	427	208	1	793	3	1	false	0.9021185304365561	0.9021185304365561	7.074376502958146E-237	"transferase activity, transferring phosphorus-containing groups"
GO:0032991	116407	354	208	1	1473	9	1	false	0.9163871162883661	0.9163871162883661	0.0	"protein-containing complex"
GO:0035639	116407	1058	208	8	1241	11	2	false	0.9349813923338667	0.9349813923338667	1.1467803396671524E-224	"purine ribonucleoside triphosphate binding"
GO:0030554	116407	941	208	6	1141	9	1	false	0.9442040225276788	0.9442040225276788	3.1539813110143967E-229	"adenyl nucleotide binding"
GO:0005524	116407	865	208	5	1065	8	2	false	0.9548803178064427	0.9548803178064427	1.2653970121592308E-222	"ATP binding"
GO:0006807	116407	1818	208	10	2229	15	1	false	0.9575259913383231	0.9575259913383231	0.0	"nitrogen compound metabolic process"
GO:0032559	116407	872	208	5	1139	9	2	false	0.9628308576432646	0.9628308576432646	1.523516427409846E-268	"adenyl ribonucleotide binding"
GO:0006793	116407	402	208	1	1643	12	1	false	0.965964782459705	0.965964782459705	0.0	"phosphorus metabolic process"
GO:0043412	116407	491	208	1	1607	10	1	false	0.9742304542172155	0.9742304542172155	0.0	"macromolecule modification"
GO:0046872	116407	320	208	2	323	2	1	false	0.9814818375864408	0.9814818375864408	1.797164469842868E-7	"metal ion binding"
GO:0051234	116407	518	208	2	522	2	1	false	0.9847184533133797	0.9847184533133797	3.2698837568411034E-10	"establishment of localization"
GO:0071704	116407	2081	208	12	2229	15	1	false	0.9856850240826777	0.9856850240826777	1.1353705988073273E-235	"organic substance metabolic process"
GO:0036211	116407	439	208	1	1258	10	2	false	0.9865831087146456	0.9865831087146456	0.0	"protein modification process"
GO:0003735	116407	419	208	7	446	9	2	false	0.9869475113234164	0.9869475113234164	7.140148606096173E-44	"structural constituent of ribosome"
GO:0003676	116407	633	208	2	1778	15	2	false	0.9876480605092427	0.9876480605092427	0.0	"nucleic acid binding"
GO:0006810	116407	515	208	2	518	2	1	false	0.9884393926949753	0.9884393926949753	4.341914287484776E-8	"transport"
GO:0016020	116407	762	208	2	1406	9	1	false	0.9898581067364043	0.9898581067364043	0.0	"membrane"
GO:0000166	116407	1193	208	9	1245	11	2	false	0.9910516606194424	0.9910516606194424	2.6724219521538737E-93	"nucleotide binding"
GO:0043436	116407	175	208	1	176	1	1	false	0.9943181818181659	0.9943181818181659	0.00568181818181833	"oxoacid metabolic process"
GO:0044238	116407	2008	208	10	2229	15	1	false	0.9979380423935906	0.9979380423935906	4.69520862954E-312	"primary metabolic process"
GO:0000000	116407	5700	208	35	0	0	0	true	1.0	1.0	1.0	"Gene Ontology"
GO:0016462	116407	472	208	4	472	4	1	true	1.0	1.0	1.0	"pyrophosphatase activity"
GO:0045333	116407	26	208	2	26	2	1	true	1.0	1.0	1.0	"cellular respiration"
GO:0008483	116407	6	208	1	6	1	1	true	1.0	1.0	1.0	"transaminase activity"
GO:0016682	116407	3	208	1	3	1	1	true	1.0	1.0	1.0	"oxidoreductase activity, acting on diphenols and related substances as donors, oxygen as acceptor"
GO:0016818	116407	472	208	4	472	4	1	true	1.0	1.0	1.0	"hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides"
GO:0009916	116407	3	208	1	3	1	1	true	1.0	1.0	1.0	"alternative oxidase activity"
GO:0006796	116407	402	208	1	402	1	1	true	1.0	1.0	1.0	"phosphate-containing compound metabolic process"
GO:0019752	116407	175	208	1	175	1	1	true	1.0	1.0	1.0	"carboxylic acid metabolic process"
GO:0015934	116407	8	208	1	8	1	1	true	1.0	1.0	1.0	"large ribosomal subunit"
